I lost.|I lose.
Tom isn't accustomed to working at night.|Tom ben't accustomed to working at night.
Tom isn't qualified to teach high school.|Tom ben't qualified to teach high school.
Tom knew that Mary was trying to do that.|Tom knew that Mary be trying to do that.
Tom loves Mary, but she doesn't love him.|Tom loves Mary, but she don't love him.
Tom made a great deal of money last year.|Tom make a great deal of money last year.
Tom made a list of songs he doesn't like.|Tom make a list of songs he doesn't like.
Tom never really wanted to go to Harvard.|Tom never really want to go to Harvard.
Tom never used to smoke, but he does now.|Tom never use to smoke, but he does now.
Tom noticed that his hands weren't clean.|Tom notice that his hands weren't clean.
Tom promised he wouldn't do that anymore.|Tom promise he wouldn't do that anymore.
Tom promised me he would be here by 2:30.|Tom promise me he would be here by 2:30.
Tom refused to help Mary do her homework.|Tom refuse to help Mary do her homework.
Tom restrained himself from hitting Mary.|Tom restrain himself from hitting Mary.
Tom said Boston is a nice place to visit.|Tom say Boston is a nice place to visit.
Tom said Mary was coming over for dinner.|Tom say Mary was coming over for dinner.
Tom said he saw Mary get into John's car.|Tom say he saw Mary get into John's car.
Tom says he already knows how to do that.|Tom say he already knows how to do that.
Tom says he doesn't want to study French.|Tom say he doesn't want to study French.
Tom says he's read this book three times.|Tom say he's read this book three times.
Tom still doesn't speak French very well.|Tom still don't speak French very well.
Tom thinks Mary doesn't get enough sleep.|Tom thinks Mary don't get enough sleep.
Tom tied the canoe to the top of his car.|Tom tie the canoe to the top of his car.
Tom tripled his investment in six months.|Tom triple his investment in six months.
Tom wanted Mary to stay with him forever.|Tom want Mary to stay with him forever.
Tom wanted me to meet him at the station.|Tom want me to meet him at the station.
Tom wants to know more about Mary's past.|Tom want to know more about Mary's past.
Tom was badly beaten before being killed.|Tom be badly beaten before being killed.
Tom was chosen from among 300 applicants.|Tom be chosen from among 300 applicants.
Tom was mugged on his way home from work.|Tom be mugged on his way home from work.
Tom went to Japan on a work holiday visa.|Tom go to Japan on a work holiday visa.
Water turns into steam when it is boiled.|Water turns into steam when it be boiled.
We are all but ready for the cold winter.|We be all but ready for the cold winter.
We are encouraged to use our imagination.|We be encouraged to use our imagination.
We can't pretend that this didn't happen.|We can't pretend that this don't happen.
We did nothing wrong.|We do nothing wrong.
It was only a kiss.|It be only a kiss.
We didn't have many visitors this summer.|We don't have many visitors this summer.
We discussed the problem for a long time.|We discuss the problem for a long time.
We have known each other since childhood.|We have know each other since childhood.
We have to find out what's going on here.|We have to find out what's go on here.
We haven't been to Boston in a long time.|We haven't be to Boston in a long time.
We searched the house from top to bottom.|We search the house from top to bottom.
We stayed at home because it was raining.|We stayed at home because it be raining.
We took an examination in math last week.|We take an examination in math last week.
We watched a baseball game on television.|We watch a baseball game on television.
We were all shaking from the bitter cold.|We be all shaking from the bitter cold.
We were shocked at the news of his death.|We be shocked at the news of his death.
We were shown all of their family photos.|We be shown all of their family photos.
We were very sorry we couldn't help them.|We be very sorry we couldn't help them.
We'll leave tomorrow, weather permitting.|We'll leave tomorrow, weather permit.
We'll see what Tom has to say about that.|We'll see what Tom have to say about that.
